id,name,description
Q4010540,Vext,1999 comic book by DC Comics
Q4018743,Wee Jas,fictional deity from Dungeons & Dragons
Q4020533,First Born,fictional character
Q4022878,Yondalla,fictional character from Dungeons & Dragons
Q4069054,Ares,"character on the television shows Xena: Warrior Princess, Hercules: The Legendary Journeys and Young Hercules"
Q4285859,Mahuika,Māori goddess
Q4312829,Nane,Armenian goddess of war
Q4540291,"""Isis"" of the Suebi",deity
Q4695092,Ahia Njoku,goddess worshipped by the Igbo people of Nigeria
Q4731181,Allani,hurrian goddess of the underworld
Q4736150,Altan Telgey,
Q4749694,An,goddess in Sumerian mythology
Q4768931,Annea Clivana,goddess or female spirit worshipped in Canale in Veneto in the territory of the Cenomani Celts in Italy
Q4803643,Asase Ya,Goddess of fertility
Q4830058,Awilix,mayan deity
Q4837042,Ba Chua Xu,a prosperity goddess worshiped in the Mekong Delta region
Q4841999,Bagmasti,Armenian deity
Q4876103,Beaivi,"Sami sun-deity, name of sun in Sami"
Q133471972,Vairocana Avalokiteshvara,
Q133500857,Thirty-armed Maitreya,
Q134434622,Dragon-riding Avalokiteśvara,
Q134437017,Water-Moon Avalokiteśvara,depiction of Avalokiteśvara symbolizing emptiness of form
Q134719471,Manojñaśuci,"Bodhisattva, as deification of Teresa Teng in Taiwanese folk beliefs"
Q135238681,Uma Guanyin,
Q135483556,Cao Gugu,deity in Chinese folk religion
Q135641475,Thousand-armed Avalokiteśvara,manifestation of Avalokiteśvara
Q192998,Servius Tullius,legendary sixth king of Rome
Q201727,Three Sovereigns and Five Emperors,"Legendary rulers and culture heroes of prehistoric China, sometimes given regnal dates in the 3rd millennium BC"
Q272000,Deianira,wife of Heracles in Greek mythology
Q272006,Antaeus,giant in Greek and Amazigh (Berber) mythology
Q278930,Epeius,"mythical character, Achean soldier who built the Trojan Horse"
Q279566,Deipyle,daughter of Adrastus in Greek mythology
Q280616,Merops,"son of Thestrus, king of Argos"
Q280621,Acous,mythical son of Thestius
Q281670,Pero,Greek mythical figure
Q284487,Anaxibia,"sister of Agamemnon and Menelaus, spouse of Strophius, mother of Pylades in Greek mythology"
Q290144,Olympus,ancient Greek musician
Q301219,Erechtheus,legendary king of Athens
Q304525,Caletor,"Greek mythological character, son of Clytius"
Q305566,Abaris,"from Cyzicus, killed by Jason in Greek mythology"
Q311536,Aristomachus,"one of the Heracleidae, a great-grandson of Heracles"
Q320449,Alcestis,daughter of Pelias in Greek mythology
Q342279,Hippocoon,"king of Sparta, son of Oebalus"
Q342316,Pronoe,Nereid
Q342343,Perieres,king of Messenia
Q346634,Polydorus,"mythological trojan prince, son of Priam"
Q858718,Carter Wellan,
Q858881,Cassandra,fictional witch in Highlander universe
Q868779,Connor MacLeod,fictional character from Highlander
Q879668,Björn Ironside,legendary king of Sweden
Q887068,Romulus Silvius,Latin king of Alba Longa
Q897258,Methos,fictional character from Highlander
Q910293,Bres,deity
Q949122,Dag the Wise,mythological Swedish king
Q1027840,Graham Ashe,Highlander character
Q1033932,Haresh Clay,fictional human
Q1104161,Kanwulf,fictional human
Q1418020,Kronos,fictional character in the television series Highlander: The Series
Q1817116,Svafrlami,"Svafrlami was in the H and U version of the Hervarar saga the son of Sigrlami, who was the son of Odin"
Q1852740,Röskva,"Norse mythical character, servant of Thor"
Q1967084,Ótr,dwarf of Norse mythology
Q2021358,Alvaldi,Norse mythical character
Q2243464,Heiðr,"Norse mythical character, völva"
Q2296321,Gylfi,earliest recorded king in Scandinavia according to Norse mythology
Q2418385,Grani,"a horse owned by the hero Sigurd, a descendant of Odin's own steed, Sleipnir."
Q2449577,Óttar,"in Norse mythology, the protégé of Freya, and the subject of the Lay of Hyndla"
Q2519089,Bödvar Bjarki,Legendary hero
Q2522513,Duncan MacLeod,fictional character from the Highlander multiverse
Q2540845,Fimafeng,servant of Ægir in Norse mythology
Q2646410,Alfrigg,
Q2646624,Váli,"figure in Norse mythology, son of Loki"
Q2736538,Naglfari,Norwegian mythological creature
Q2917805,Sinmara,Norse mythical character
Q3752124,Milda,Lithuanian goddess of love and of freedom
Q4072086,Atira,Mother goddess of the Native American Pawnee
Q4108084,Werpeja,
Q4191010,Zemes-mãte,"Slavic and Latvian goddess of the earth, identical to Lithuanian Žemyna"
Q4195246,Iabet,ancient Egyptian deity
Q4217252,Adrestia,"Greek Goddess of revolt, just retribution and sublime balance between good and evil"
Q1817116,Svafrlami,"Svafrlami was in the H and U version of the Hervarar saga the son of Sigrlami, who was the son of Odin"
Q3006663,Cuba,figure from Roman mythology
Q3086735,Fraus,Roman goddess and personification of treachery and fraud
Q246663,Hipponous,son of Priam
Q247446,Megareus of Onchestus,mythical son of Poseidon
Q250506,Tydeus,son of Oeneus in Greek mythology
Q251844,Aristodamidas,king I Greek mythology
Q252387,Palamedes,mythical son of Nauplius
Q320660,Chrysaor,mythical character
Q320830,Abia,"mythical character, nurse of Glenus"
Q321541,Meleager,"son of Oeneus in Greek mythology, king of Calydon"
Q2859290,Aquilon,Roman god of the north wind
Q2879107,Cloacina,"Roman goddess or attribute of Venus, whose image was found in the Cloaca Maxima"
Q2987780,Salacia,Roman goddess of salt water
Q2992303,Conditor,"god of storing the grain, assistant to Ceres in Roman mythology"
Q3002468,Crepitus,Alleged Roman god of flatulence
Q3006663,Cuba,figure from Roman mythology
Q3007560,Cunina,Roman goddess of young infants
Q3025430,Deverra,Roman childbirth goddess
Q3050512,Eldir,"Norse mythical character, servant of Ægir"
Q3072300,Fimafeng,"Norse mythical character, servant of Ægir"
Q3099750,Erna,figure in Norse mythology
Q3127973,Harðgreipr,norse mythical character
Q3129325,Hedin,
Q3140425,Hora,"Roman godess, wife of Quirinus"
Q3141035,Hostilina,Roman deity associated with grain quality
Q3142105,Mellona,ancient Roman goddess
Q3173852,Liberalitas,personification of giving freely
Q3240989,Lima,goddess
Q3261873,Líf,new mother of mankind in Norse mythology
Q3269767,Hófvarpnir,
Q3305838,Menglöðr,a goddess in Norse mythology
Q3346833,Necessitas,"personification of inevitability, compulsion and necessity in ancient Roman mythology"
Q3347916,Obarator,"god of the last ploughing, assistant to Ceres in Roman mythology"
Q3348590,Occator,assistant-god to Ceres in roman mythology
Q3355220,Orbona,Roman goddess who granted new children to parents who had become childless
Q3360794,Caelus,Roman god of the sky
Q3501613,Glöð,figure in Norse mythology
Q3606620,Agnarr Geirröðsson,Norse mythical character
Q3617431,Angul,Legendary ancestor of the Angles and Danes
Q4945056,Borghild,female figure of Norse heroic legend
Q5198930,Hraudung,Norse mythological figure
Q5213729,Dan I of Denmark,king of the Danes
Q5347975,Egil,Norse mythical character
Q5521155,Ganglot,
Q5593587,Gram of Denmark,king of the Danes
Q5595982,Granmar,king
Q7489930,Sharmishtha,character in Mahabharata
Q7633279,Sudakshina,kambojas king in mahabharata
Q7880794,Uluka,character in the Mahabharata
Q7898172,Draupadeyas,Sons of Pandavas & Draupadi
Q7903312,Uttamabhadras,ancient Indian tribe described in the Mahabharata
Q7908938,Vajra,King in the Mahabharata
Q7929388,Vikarna,character in the Indian epic Mahabharata
Q7943139,Vrishparva,Danava king
Q7943195,Vrushali,
Q10750490,Tiny Kong,character from the Donkey Kong franchise
Q10904385,Diddy Kong,fictional monkey from the Donkey Kong series
Q102186969,Ishtar,fictional character from Is It Wrong to Try to Pick Up Girls in a Dungeon?
Q5118941,Chía,triple goddess in the religion of the Muisca who inhabited the Altiplano Cundiboyacense in pre-Columbian times
Q331327,Telamon,"one of the Argonauts of Jason, in Greek mythology"
Q332324,Laomedon,"Trojan king, son of Ilus"
Q1123905,Þrymr,Norse mythical character
Q1124002,Conchobar mac Nessa,legendary Irish king
Q1151065,Cú Roí,Legendary Irish king
Q1193345,Suiren,legendary Chinese leader and culture hero responsible for harnessing fire
Q1756304,Aku Aku,spiritual beings in Easter Island culture
Q1771470,Skjöldr,king of the Danes
Q1800394,Leir of Britain,Mythical King of the Britons
Q1857350,Lludd Llaw Eraint,legendary hero from Welsh mythology
Q1989704,Strenua,Sabine and Roman goddess
Q2117350,Pudicitia,Roman divinity of modesty
Q2261732,Canens,Roman personification of song
Q2265440,Fabulinus,Roman god who taught children to speak
Q2276605,Angitia,"goddess among the Marsi, the Paeligni and other Oscan-Umbrian peoples of central Italy"
Q2295136,Smertrios,God in Gaul and Noricum equated with Mars
Q2417527,Dea Africa,goddess of Roman Africa and personification of the continent Africa
Q2996714,Umay,goddess of fertility in Turkic mythology and Tengriism
Q3092970,Fódla,Irish goddess
Q3270626,Xuan Nü,daoist deity
Q3315246,Aruru,mesopotamian goddess
Q3318251,Mogontia,celtic goddess
Q3320210,Algos,ancient Greek mythological personifications of pain
Q3556290,Vervactor,"god of the first ploughing, assistant to Ceres in Roman mythology"
Q3560591,Virbius,"Roman divinity, aspect of Hippolytus"
Q3563035,Volupia,Roman godess of pleasure
Q3615151,Ancaria,Roman goddess
Q3622563,Edusa,
Q3738525,Falacer,ancient Italic god
Q3768510,Juppiter Latialis,aspect of the Roman god Jupiter
Q3889398,Palatua,Roman goddess
Q3898559,Pecunia,Roman goddess of making money
Q3920788,Aesculapius,
Q4202143,Intercidona,Roman goddess who provides the axe without which trees cannot be cut
Q4270105,Lucifer,"""Morning star"" (the planet Venus) in ancient Roman mythology"
Q4882943,Belit Ilani,mistress of the gods in Babylonian religion
Q4900803,Bhairavī,Hindu goddess associated with the Mahavidyas
Q4919394,Manimekhala,goddess of the seas
Q4945752,Bormana,Celtic goddess
Q4986093,Bugady Musun,siberian Goddess
Q5094230,Cheukshin,Korean toilet goddess
Q5095881,Tellervo (Tuulikki),forest god Tapio's daughter in Finnish mythology
Q5187248,Crobh Dearg,Irish saint
Q5619291,Gunnr,Norse mythical character
Q5626611,Göndul,Norse mythical character
Q5637882,Hadingus,king of the Danes
Q5841449,Humblus,king of the Danes
Q5924110,Hrímgerðr,norse mythical character
Q5963027,Hámundr,"Sea-king, viking pirate"
Q6319136,Skögul,Norse mythical character
Q6433535,Kostbera,Mythological Norse woman
Q6624619,list of jötnar in Norse mythology,Wikimedia list article
Q6684755,Lotherus,king of the Danes
Q8961740,Fjörgynn,Norse god
Q9001112,Guðmundr,king of Glæsivellir in Norse mythology
Q10272315,Embla,Norse mythical character; first female human shaped from a tree
Q133343,Hathor,major goddess in ancient Egyptian religion
Q3615151,Ancaria,Roman goddess
Q130423,Saigyōshin,
Q272047,Endymion,son of Aethlius in Greek mythology
Q274600,Ladon,Greek mythological serpent
Q322372,Ablerus,mythical character
Q322639,Neoptolemus,son of Achilles
Q328354,Hippodamia,"Greek mythical character, daughter of Oenomaus and wife of Pelops"
Q329690,Cleodaeus,mythical son of Hyllus
Q330584,Amphiaraus,mythical seer and king
Q337894,Eteocles,mythical son of Andreus
Q338201,Hippolytus,son of Theseus in Greek mythology
Q339980,Leucothoë,daughter of Orchamus in Greek mythology
Q1362863,Youchao,legendary Chinese leader and culture hero credited with inventing wooden houses
Q1375695,Hundun,"Legendary Chinese figure, variously primordial chaos, a legendary monster, and a legendary ruler or dynasty of the 8th era before the Three Sovereigns and Five Emperors"
Q1390232,Hreiðmarr,Norse mythical character
Q1417254,Offa of Angel,legendary king of the Angels
Q1421647,Halfdan the Valiant,legendary Scanian prince
Q1462742,Mark of Cornwall,Husband of Iseault in Arthurian legend
Q3048208,Beyla,one of Freyr's servants in Norse mythology
Q3049532,Eitri,Dwarven smith from Norse mythology
Q3370206,Patelana,
Q3382582,Picumnus,Roman nature god
Q3407422,Promitor,"god of distributing the grain, assistant to Ceres in Roman mythology"
Q3408428,Convector,"god of carrying the grain, assistant to Ceres in Roman mythology"
Q3427202,Rederator,
Q3495260,Disciplina,minor deity in Roman mythology
Q3502332,Fama,
Q3502626,Subruncinator,Roman deity
Q3545810,Veritas,goddess of truth in Roman mythology and personification of truth
Q3571034,Xochitlicue,Mexica deity
Q3572260,Yhi,goddess of light and creation in Australian Aboriginal mythology
Q3632935,yogini,female practitioner of yoga
Q3637636,Belili,mesopotamian goddess
Q3672893,Ninsutu,goddess in Sumerian mythology
Q3674954,Bêlit,
Q3675439,Hegir-Nuna,mesopotamian goddess
Q3699266,Culsu,goddess in Etruscan religion
Q3699563,Cupra,fertility goddess of certain ancient pre-Roman cultures
Q4286521,Caligo,Roman deity
Q4347724,Favonius,Roman god of the west wind
Q4692047,Agenoria,Roman goddess
Q4733856,Almo,Ancient Roman river god
Q4790686,Arimanius,deity of darkness in Greek and Latin texts
Q4828341,Averruncus,
Q4993381,Puta,figure in Roman mythology
Q5249162,Decima,Roman goddess
Q12137419,Pavor,deity in Roman mythology
Q12221246,Volumna,roman deity
Q12902470,Vibilia,roman goddess
Q14515330,Proserpina,ancient Roman goddess
Q14524392,Securitas,goddess of security and stability
Q15270377,Spiniensis,Roman god of thorns
Q15285037,Vitula,Roman goddess of joy
Q60148,Hyōbijin,
Q60152,Saisetsujin,
Q60156,Saihajin,
Q11378,Shiva,one of the principal deities of Hinduism
Q305611,Abas,"mythological character, one of the Centaurs"
Q305614,Abas,"mythical character, son of Poseidon"
Q305613,Abas,"mythical character, son of Melampus"
Q305616,Abas,"mythical character, Trojan companion of Aeneas"
Q308055,Abderus,son of Hermes in Greek mythology
Q308398,Midas,king with the power to turn whatever he touches to gold
Q332752,Hylas,"mythical character, companion of Heracles abducted by nymphs"
Q333658,Absyrtus,mythical brother of Medea
Q336230,Orthrus,mythical dog of Geryon
Q336428,Hellen,mythological progenitor of the Hellenes
Q570149,Gibica,King of the Burgundians
Q615537,Aobh,
Q633549,Turnus,mythical character King of the Rutuli
Q633681,Björn Eriksson,semi-legendary Swedish king
Q3059356,Eto Demerzel,fictional character from the Foundation universe by Isaac Asimov
Q3174269,Mega Man,fictional video game character
Q3182850,Johnny 5,fictional robot
Q3267130,King Mondo,fictional character from Power Rangers Zeo
Q3267424,Gort,fictional character in ''The Day the Earth Stood Still''
Q3297246,Masha,character from Tokyo Mew Mew
Q3482395,Shiva,comic book character
Q3486214,Skeets,fictional artificial intelligence robot from the future in the DC Comics Universe
Q3543326,Chemo,fictional DC Comics supervillan
Q3545001,Gonzo the Mechanical Bastard,
Q3545878,Albert,fictional character in Marvel Comics
Q3548028,Ultimaton,
Q3548045,Ultimo,fictional giant robot
Q3549280,Mister Atom,Fictional comic book supervillain
Q3550391,Arsenal,fictional character in Marvel Comics
Q3610740,Alexander,Final Fantasy summon
Q3639005,D.A.V.E.,
Q5951598,Hušbišag,Sumerian netherworld goddess
Q5990414,Malac,ancient goddess
Q6043259,Ninti,Sumerian goddess of healing
Q6049081,Odrub,Tibetan goddess
Q6064177,Iouga,
Q6065930,Ira,Polynesian sky goddess
Q6132631,Soteria,"Greek divinity, personification of salvation"
Q6183204,Al-lāt,pre-Islamic Arabian goddess
Q6495761,Lateranus,satirical ancient Roman god of hearths
Q6586593,Lympha,spirit overseeing fresh water in ancient Roman belief
Q6895640,Molae,
Q6937575,Murcia,goddess in ancient Rome
Q6966647,Nascio,Roman goddess of childbirth
Q7037813,Ninimma,Mesopotamian scribe goddess from Nippur
Q7044282,Salambo,Babylonian goddess
Q7049161,Nona,Roman goddess of pregnancy
Q7049161,Nona,Roman goddess of pregnancy
Q7187423,Phosop,Thai goddess of rice
Q7192221,Dali,goddess in Georgian mythology
Q7257227,Puana,Goddess in Yaruro Mythology
Q7305935,Rediculus,ancient Roman divinity
Q7449748,Semonia,goddess of sowing in Roman mythology
Q7451355,Sentinus,Roman divinity
Q7563745,Sors,
Q7602975,Stata Mater,ancient Roman goddess
Q7698375,Tempestas,ancient Roman goddess of weather
Q7800393,Tibertus,
Q7833470,Tranquillitas,Roman Personification of Tranquility
Q7856922,Tutelina,Ancient Roman goddess
Q7912449,Vallonia,Roman goddess
Q7921647,Verminus,Roman god
Q123566401,Meta-Cooler,Dragon Ball Z fictive robot
Q124356955,Nav-Com,fictional robot from the Startropics universe
Q124399233,Vatista,fictional character from Under Night In-Birth
Q124422124,Sidra,Fictional character appearing in A Closed and Common Orbit
Q124422366,Paladin,Fictional robot in Annalee Newitz's 2017 novel Autonomous
Q124666506,REX-1,fictional Grandreams Teenage Mutant Hero Turtles comics robot
Q124719370,Glacius,fictional character from the Killer Instinct video game series
Q124800228,Metalhead,fictional robot from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q124832922,RT,fictional artificially-intelligent robot
Q124885573,Chrome Dome,fictional robot from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q124924320,Campbell,fictional robot from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q125056599,Giant Footbot,fictional Fleetway Publications Teenage Mutant Hero Turtles comics robot
Q125246526,Multi-Bot,fictional Masters of the Universe robot
Q125470074,Krang's android body,fictional Fleetway Publications Teenage Mutant Hero Turtles robot
Q125764216,SAM,fictional robot in the 2019 video game The Outer Worlds
Q125930254,Tendou Alice,fictional character from Blue Archive
Q130563145,Bylgja,personification of waves in Norse mythology
Q131191057,Heimir,figure from Germanic heroic legend
Q135006668,Gudmund,son of Granmar in Norse mythology
Q4640,Vulcan,god of both beneficial and hindering fire
Q946657,Iah,Egyptian moon god
Q10272315,Embla,Norse mythical character; first female human shaped from a tree
Q4649,Jupiter,chief deity of Roman state religion
Q348668,Acamas,son of Theseus
Q352278,Adanus,son of Uranus in Greek mythology
Q362738,Taphius,son of Poseidon in Greek mythology
Q367565,Acerbas,priest from Roman mythology
Q924762,Ta-Bitjet,mythical creature
Q930167,Sopdet,Egyptian deity
Q939129,Heryshaf,Egyptian deity
Q946419,Weneg,deity
Q954012,Tristan,Cornish knight of the Round Table Arthurian legend
Q1028602,Heavenly Sovereign,Chinese legendary monarch
Q1065492,Wermund,Mythological Danish King
Q1075322,Nuada Airgetlám,legendary figure
Q6319263,Jwala Ji,Fire flame symbolism for Hindu Goddess
Q6442580,Kuku Lau,
Q6449245,Iqi Bʼalam,
Q6548426,Liluri,hurrian mountain goddess
Q6594805,Kubai,kubai: Goddess of birth and children in Turkish mythology
Q6698969,Gun Ana,Turkic solar deity
Q6720682,Ma,Ancient Cappadocia and Pontus goddess
Q6745800,Mammetun,
Q6785893,Mata Rani Bhatiyani,hindu goddess
Q6799560,Mbaba Mwana Waresa,Zulu deity
Q6951219,Mẫu Thượng Thiên,
Q6951223,Mẫu Thoải,
Q6962252,Nana,"goddess in the ancient area corresponding to Afghanistan, Turkmenistan, Pakistan and Northwest India"
Q6987705,Negun,mesopotamian deity
Q9142853,Ae-oina Kamuy,god and culture hero in Ainu mythology
Q10358650,Reginleif,Norse mythical character
Q10428458,builder of the wall around Asgard,
Q10503469,Gborogboro,
Q10575420,Mahucatah,
Q10590371,Mupe,mythical character of the Bambuti people
Q10698896,Þjelvar,
Q10707898,Tzununiha,
Q11481956,Agilaz,legendary archer of Germanic mythology
Q11770473,Marou,fallen angel
Q11966082,Drífa,Norse mythical character
Q11969058,Fjalar,Norse mythical character; dwarf
Q11969420,Fǫnn,Norse mythical character
Q11989659,Mjǫll,Norse mythical character
Q12309041,Dúfa,one of the Nine Daughters of Ægir and Rán in Norse mythology
Q12313585,King Geirröð,Norse mythical king; human
Q12318681,Ivaldi,Norse mythical character
Q12898951,Bára,personification of waves in Norse mythology
Q12899026,Blóðughadda,personification of waves in Norse mythology
Q12900257,Hefring,personification of waves in Norse mythology
Q12900320,Hrönn,personification of waves in Norse mythology
Q12902452,Unn,personification of waves in Norse mythology
Q13194676,Frìd,little fairy
Q13582481,Greip,Norse mythical character; giantess
Q15787482,Bekkhild Budladóttir,character in the Völsunga saga
Q16513752,Lífþrasir,new father of mankind in Norse mythology
Q16546975,Þjálfi,"Norse mythical character, servant of Thor"
Q16573492,Gunnar,mythical analog of the Burgundian king Gundahar
Q16654547,Galar,"Norse mythical character, dwarf"
Q16707924,Bil,Norse mythical character
Q16724339,Askr,"Norse mythical character; first male human, shaped from a tree"
Q16724339,Askr,"Norse mythical character; first male human, shaped from a tree"
Q20653294,Eimyrja,daughter of Logi and Glut in Norse mythology
Q20653293,Eisa,daughter of Logi and Glut in Norse mythology
Q21084264,Nonell de la neu,boy in Catalan mythology
Q25416941,Lacturnus,Roman divinity
Q28956531,Eve in Islam,"the wife of Adam, created in Paradise out of a left rib from her sleeping husband"
Q29654288,Helernus,Archaic Roman deity
Q30029572,Insidia,
Q30038687,Insania,personification of insanity
Q30055681,Misericordia,personification of mercy
Q30941977,Jangx Vangb,Miao mythical figure
Q32619213,Pollentia,Roman goddess of power
Q33140193,Paventia,Roman deity who averts fear from the children
Q33229365,Natura,"personification of nature, Roman deity and equivalent of the Greek Physis"
Q43268368,Arno,"river deity, personification of the River Arno"
Q43268561,Avaritia,human figure personifying greed
Q43273918,Pudor,human figure personifying modesty
Q48783746,Sipa,figure in Cocopah mythology
Q48783778,Komat,figure in Cocopah mythology
Q56036048,Appiades,
Q57520120,Cinxia,Roman goddess of the bridal belt
Q58315709,Iocus,in Roman mythology the god of joke
Q58618952,Consevius,Roman god of propagation and insemination
Q60845719,Sarritor,Roman god
Q62763131,Guthorm,legendary king of the Danes
Q63532530,Hymen,Roman deity presiding over matrimony
Q65027579,Pallor,
Q84743226,Albion,primeval man in the mythology of William Blake
Q97122826,Berling,
Q108807778,Fjörgyn,Norse godess
Q116875958,Miraitowa,mascot of the 2020 Summer Olympics
Q117049064,Twins,characters from the video game Atomic Heart
Q117812990,AMO,character Adventure Time
Q120500700,Sprak,fictional robot from the Greveholm universe
Q121735619,Byte,character in Arms
Q121735631,Barq,character in Arms
Q121824994,Rabbel,fictional character from the Vintergatan universe
Q122200167,JIP,Mascot of the 2023 FIBA Basketball World Cup
Q122233888,Kit,Ratchet & Clank character
Q122780108,N. Vilio,fictional character from Shy
Q473731,Vayu,Hindu god of the air
Q145218,Zalmoxis,Thracian god
Q167008,Daishōgun,
Q168296,Belobog,Slavic deity of light and Sun
Q182002,Olloudius,Celtic god
Q203230,Maponos,deity
Q215683,Lugh,Irish mythological character and probable deity
Q250060,Taranis,Celtic god of thunder
Q259818,Eddard Stark,character in A Song of Ice and Fire
Q334456,Erymanthian Boar,mythological boar
Q334787,Astyanax,mythical son of Hector
Q334817,Polynices,mythological prince of Thebes
Q845626,Mafdet,ancient Egyptian goddess of protection against snakes and scorpions
Q846113,Heka,Egyptian deity
Q846288,Meretseger,cobra-goddess in ancient Egyptian religion
Q1035843,Hesat,ancient Egyptian goddess
Q1051726,Ihy,Egyptian god
Q1067292,Mnevis,ancient Egyptian bull deity
Q1120793,Theon Greyjoy,fictional character in A Song of Ice and Fire
Q6804687,Mechanon,
Q7304948,Red Ronin,comics character
Q7357634,Rog-2000,comics character
Q7489254,Shaper of Worlds,fictional character
Q7670054,TESS-One,
Q7811726,Tobor,fictional robot character in Captain Video and His Video Rangers
Q7825727,Torgo,
Q7886454,343 Guilty Spark,fictional character from Halo
Q7914669,Vanessa Kensington,fictional character from the Austin Powers film series
Q7926126,Victor Mancha,fictional character in Marvel Comics
Q8053031,Yeti,fictional robot
Q8072391,Zingbot 3000,
Q8962912,Fructesea,
Q9284651,HK-Tank,
Q9284649,HK-Aerial,
Q9294998,Hunter-Killer,fictional robot
Q9334903,Segetia,Roman goddess of agriculture
Q9615968,Annihilator,
Q10379327,Tellumo,
Q10421851,Atorox,
Q10513969,Fames,Roman personification/deity of hunger
Q10568194,Living Brain,fictional character in Marvel Comics
Q10748328,Warstar,fictional character in Marvel Comics
Q10752043,Robigus,ancient Roman god of crops
Q10851575,Z'GOK,
Q10979868,Poena,Roman goddess of punishment
Q11709783,Hilaritas,Roman goddess
Q11923296,Furrina,Roman deity
Q11934766,Mamers,Roman deity
Q12053109,Fatum,Roman deity
Q16144017,Aescolanus,"Roman deity, personification of copper money"
Q16532372,Argentinus,"Roman deity, personification of silver money"
Q16664163,Messor,"god of reaping, assistant to Ceres in Roman mythology"
Q16835368,Empanda,Roman goddess of bread
Q16902681,Pellonia (mythology),
Q18206465,Dies,"personification of day, and the Roman counterpart of the Greek goddess Hemera"
Q18548363,Forculus,Roman deity
Q18659372,Nodutus,
Q19610038,Favor,divine personification of goodwill
Q20100548,Farinus,
Q20747538,Bellum,
Q20872002,Serritor,"god of digging, assistant to Ceres in Roman mythology"
Q20872001,Imporcitor,"god of the third ploughing, assistant to Ceres in Roman mythology"
Q21030618,Somnus,"Roman deity, god of sleep"
Q21548006,Aescvlánvs,
Q21721426,Potina,Roman divinity
Q21856033,Furor,
Q75491130,Caelestis,Romanization of the Punic goddess Tanit
Q99744425,Nundina,Roman deity
Q104845868,Valetudo,roman goddess
Q110469170,Fabius,"son of Hercules, legendary founder of the Roman gens Fabia"
Q120580918,Horta,"Roman deity, also identified as Stimula"
Q126022472,Limentinus,
Q126350638,Adolenda,one of the indigitamenta
Q126552920,Afferenda,one of the indigitamenta
Q126552959,Altor,divinity dealing with agricultural matters
Q23909,Lenus,Celtic healing god
Q190123,Marduk,national god of the Babylonians
Q253151,Egbado,ethnic group
Q389611,Jurōjin,deity in Japanese mythology
Q738799,Pushan,deity
Q186726,Tetri Giorgi,deity
Q188536,Anu,"Sumerian deity, Sky Father, King of the Gods"
Q255116,Ogun,"orisha, god of war in the Yoruba mythology"
Q255459,Brigid,Celtic deity
Q301712,Segomo,war god in Gallo-Roman religion
Q334749,Abu,deity
Q366492,Anamelech,deity
Q378028,Orunmila,deity
Q392239,Nabu,"ancient Mesopotamian patron god of literacy, the rational arts, scribes and wisdom"
Q721112,Asarualimnunna,Sumerian deity of war
Q721117,Asaruludu,deity
Q726282,Ninurta,mesopotamian deity
Q810691,Bata,deity
Q843206,Satis,ancient Egyptian goddess
Q845614,Maahes,ancient Egyptian deity
Q1144144,Dažbog,deity
Q1344074,Qebehsenuef,Egyptian deity
Q1353960,Kebehet,mythical character
Q1386068,Rekhyt bird,ethnic group and god
Q1411968,Hauhet,egyptian deity
Q1413385,Iunit,"ancient Egyptian goddess, wife of the god Mentu"
Q1417365,Khor-akhti,Egyptian deity
Q1881044,Domalde,mythological Swedish king
Q1897509,Mug Nuadat,Irish mythological king
Q2001710,Adam in Islam,first man and Prophet in Islam
Q3331244,Yakub,noted black scientist within the beliefs of the Nation of Islam
Q4532796,Ezrael,Angel from the Revelation of Peter
Q5494407,Balam Quitzé,
Q5717048,Bʼalam Agab,
Q6114886,Jack Robinson,name used in two figures of speech
Q120066239,Bep-Kororoti,mythical creature
Q126553329,Deferunda,one of the indigitamenta
Q126553432,Domiducus,one of the indigitamenta
Q126553532,Domitius,one of the indigitamenta
Q126553624,Fessona,one of the indigitamenta
Q126553676,Inporcitor,divinity dealing with agricultural matters
Q126553751,Interduca,one of the indigitamenta
Q126553825,Iuga,"divinity dealing with conception, birth, and child development"
Q126553865,Iugatinus,"divinity dealing with conception, birth, and child development"
Q126554107,Limi,one of the indigitamenta
Q126597086,Messia,divinity dealing with agricultural matters
Q126597087,Montinus,one of the indigitamenta
Q126597084,Manturna,one of the indigitamenta
Q126597090,Nemestrinus,one of the indigitamenta
Q126597095,Noduterensis,divinity dealing with agricultural matters
Q126597103,Numeria,"divinity dealing with conception, birth, and child development"
Q126597106,Ossipago,"divinity dealing with conception, birth, and child development"
Q126597104,Odoria,one of the indigitamenta
Q126597108,Pantica,one of the indigitamenta
Q126597112,Partula,one of the indigitamenta
Q126597116,Patella,divinity dealing with agricultural matters
Q126597121,Peragenor,one of the indigitamenta
Q126597898,Perfica,one of the indigitamenta
Q126597904,Peta,one of the indigitamenta
Q126597917,Potua,"divinity dealing with conception, birth, and child development"
Q126597921,Praestana,one of the indigitamenta
Q126597924,Praestitia,one of the indigitamenta
Q126597935,Prema mater,"divinity dealing with conception, birth, and child development"
Q126597965,Rumon,one of the indigitamenta
Q126597982,Runcina,divinity dealing with agricultural matters
Q126598002,Sator,divinity dealing with agricultural matters
Q126599404,Leucimalicus,equivalent of Mars
Q126599410,Leusdrinus,equivalent of Mars
