id,name,description
Q6072426,Periboea,daughter of Hipponous in Greek mythology
Q6081792,Polyphontes,king of Messenia in Greek mythology
Q6081853,Polites,"mythological Greek character, Trojan prince, son of Priam"
Q6119921,Sandocus,son of Astynous in Greek mythology
Q6174374,Eurytus,mythical son of Augias
Q6358480,Kamira,daughter of Danaus in Greek mythology
Q6411328,Cyllenus,
Q6411764,Cytus,mythical son of Zeus and Himalia
Q7753066,The Nameless One,video-game character
Q7836386,Travis Touchdown,video game antihero and main protagonist of the video game franchise No More Heroes
Q78477793,Mitsu,fictional character in the 1990–2007 Teenage Mutant Ninja Turtles film series
Q78488844,Alex Winter,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78489987,Hoffman,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q78498038,Dippy,fictional dinosaur from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78609409,Mrs. Kowalczyk,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78611001,Mister Shellhammer,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78611392,Mister Tyler,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78620795,Wilbur Weazell,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78620799,Maurice,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78620825,Dwayne,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q7839176,Trevor Goodchild,fictional character
Q7879782,Emma Emmerich,character in Metal Gear
Q7879812,Marc-Ange Draco,
Q7880555,Banjo,main protagonist of the Banjo-Kazooie video game series
Q7928834,Viewtiful Joe,character
Q7941464,Von Kaiser,video game character
Q8003808,"William ""B.J."" Blazkowicz",fictional character in Wolfenstein videogames
Q8014408,Kou Uraki,fictional character from Mobile Suit Gundam 0083: Stardust Memory
Q8018095,Four Murasame,fictional character from Mobile Suit Zeta Gundam
Q8018114,Anavel Gato,fictional character from Mobile Suit Gundam 0083: Stardust Memory
Q8338659,Carmelita Fox,
Q8345380,Chin Gentsai,fictional character from The King of Fighters
Q8346129,Ciel,fictional character from the anime and manga Tsukihime
Q8346635,Clark Still,"fictional character from Ikari Warriors, Metal Slug and The King of Fighters"
Q8351400,Count Bleck,character in Super Paper Mario
Q8353439,Dahlia Gillespie,Silent hill character
Q8592135,Fūma Kotarō,
Q8963878,Gerard DuGalle,character in StarCraft
Q9002082,Harle,Chrono Cross character
Q9002285,Hayate,fictional character in Capcom's Street Fighter EX fighting games
Q9011722,Jewelry Bonney,fictional character from One Piece
Q9016405,Juli,
Q9021234,Leifang,fictional character from Dead or Alive
Q11348507,Ryu Jose,fictional character from Mobile Suit Gundam
Q11348560,Lilica Felchenerow,fictional character from Arcana Heart
Q11348743,Lieselotte Achenbach,fictional character from Arcana Heart
Q11348884,Luise Meyrink,fictional character from KOF: Maximum Impact 2
Q11348930,Lucia,video game character in the Final Fight and Street Fighter series
Q11348972,Ludwig von Koopa,fictional character from the Mario franchise
Q11349381,Hsien-Ko,video game character
Q11349424,Rain Mikamura,fictional character from Mobile Fighter G Gundam
Q11349543,Reccoa Londe,fictional character from Mobile Suit Zeta Gundam
Q11349945,Rera,video game character from Samurai Shodown
Q11350253,Rosamia Badam,fictional character from Mobile Suit Zeta Gundam
Q11350758,Loran Cehack,fictional character from Turn A Gundam
Q11352828,Kay Faraday,Ace Attorney character
Q11398382,Liu Yunfei,fictional character from Samurai Shodown
Q11410498,Riho Futaba,fictional character created by D3 Publisher
Q11429489,Zankuro Minazuki,fictional character from Samurai Shodown
Q11439363,Kira Daidohji,fictional character from Arcana Heart
Q11450860,Yoriko Yasuzumi,fictional character from Arcana Heart
Q11469103,Akira Yamamoto,
Q11486891,Saki Tsuzura,fictional character from Arcana Heart
Q11493435,Heart Aino,fictional character from Arcana Heart
Q11500810,Zantetsu,fictional character from The Last Blade
Q11513687,Maori Kasuga,fictional character from Arcana Heart
Q12884161,Rhoetus,mythical character in Ovid's Metamorphoses
Q12884196,Rhytia,
Q12884217,Rodus,character from Greek mythology
Q12884267,Selinus,character from Greek mythology
Q12884268,Saon of Acraephia,legendary rediscoverer of Trophonius oracle
Q12884286,Semachus,character from Greek mythology
Q12884293,Siris,mythical eponym of Siris in Magna Graecia
Q12884306,Salaminus,king of Cyprus in Greek mythology
Q12884315,Sanape,character from Greek mythology
Q12884331,Sardo,"Greek mythical character, wife of Tyrrhenus"
Q12884411,Setaea,mythical Trojan captive
Q12884412,Sthenele,daughter of Danaus
Q12884481,Siproites,Cretan hero in Greek mythology
Q12884504,Scaee,character from Greek mythology
Q12884860,Stesichore,
Q12885023,Sphelus,son of Bucolus in Greek mythology
Q12885027,Sphaerus,charioteer of Pelops
Q12885245,Talaemenes,father of Mesthles and Antiphus in Greek mythology
Q12885284,Teuthras,mythical Phrygian king
Q12899827,Eucrante,Nereid of Greek mythology
Q12899831,Eunice,muse
Q12899828,Eudore,Nereid of Greek mythology
Q12899836,Eulimene,Nereid of Greek mythology
Q12900082,Glauce,Nereid of Greek mythology
Q12900083,Glauconome,Nereid of Greek mythology
Q12900215,Helice,Muse in Greek mythology
Q12900271,Hipponoe,Nereid of Greek mythology
Q12900273,Hippothoe,Nereid of Greek mythology
Q12900349,Ianeira,Nereid of Greek mythology
Q52159345,Aguila,fictional character in the 1990–2007 Teenage Mutant Ninja Turtles film series
Q55629948,Mr. Waternoose,"fictional character from Monsters, Inc."
Q60198378,Zoc,
Q60529010,The Furious Five,fictional group of masters from Kung Fu Panda
Q64177156,Bert the Turtle,fictional turtle from the 1951 short film Duck and Cover
Q64732191,Al McWhiggin,character in Toy Story 2
Q64732281,Stinky Pete,character in Toy Story 2
Q64825413,Atta,main character of the 1998 film A Bug's Life
Q64825419,P.T. Flea,fictional flea from A Bug's Life
Q64826642,Hopper,A Bug's Life character
Q64826667,Heimlich,fictional caterpillar from A Bug's Life
Q64826690,Molt,fictional grasshopper a younger brother of Hopper from the 1998 film A Bug's Life
Q64921705,Rosie,fictional character in A Bug's Life
Q64921868,Dot,a character of A Bug's Life
Q66754020,Forky,Toy Story film series character
Q71546999,Giggle McDimples,character in Toy Story 4
Q71691901,Geri,character in Toy Story 2
Q78243273,Uncle Bob,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78243282,Louie,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78351806,Mugsy McGuffin,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78459452,Mildred,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78471091,Lugnut,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78471095,Jersey Red,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78471100,High Five,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78472773,Reginald,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q209644,Flora,goddess of prosperity in Roman mythology
Q308902,Victoria,Roman goddess of victory
Q1316142,Alfie Atkins,literary character in Gunilla Bergström's children's books
Q2078291,Raphael,fictional Teenage Mutant Ninja Turtles character
Q5789978,Cossus,warrior god of wrath
Q5808669,Neto,Celtic deity
Q6821184,Mese,"Muse of Greek mythology, venerated at Delphi"
Q11733247,Cadmilus,Greek divinity associated with the Cabeiroi
Q15285037,Vitula,Roman goddess of joy
Q16154143,Amaterasu,fictional character in Ōkami video game
Q28319962,Emoinu,Meitei Goddess of wealth and prosperity
Q52159345,Aguila,fictional character in the 1990–2007 Teenage Mutant Ninja Turtles film series
Q73416453,Irma,fictional character in the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q73416545,Bebop,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q73416549,Rocksteady,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q73419952,Vernon Fenwick,fictional character in the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q73419953,Burne Thompson,fictional character in the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q73429091,Dregg,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73631366,Dask,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73631371,Zak,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73631377,Traag,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73631382,Kala,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73631384,Granitor,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73758267,Zenter,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73758265,Tribble,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73884739,Cherubae,fictional Teenage Mutant Ninja Turtles Adventures character
Q73888876,Blodgett,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q73890340,Mario,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73929146,Draxum,fictional character from animated television series Rise of the Teenage Mutant Ninja Turtles
Q73929338,Kazuo Saki,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73929336,Howie Hardy,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73929537,Tiffany,fictional character in the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q73930193,Genghis Frog,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73930199,Attila the Frog,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73930202,Rasputin the Mad Frog,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q73930205,Napoleon Bonafrog,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q74026643,Gadgetman,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q74052402,Carter Dawson,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q74052417,Zach,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q74052770,Buffy Shellhammer,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q74052775,Kevin Tyler,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q74071430,Miyoko Saki,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q74071433,Yogure,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q77258452,Chloe,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q77261696,Chompy Picasso,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q78060708,Dob,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78060709,Yikum,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78060732,Globfather,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q104759622,Cleveland Booker,Star Trek fictional character
Q126913753,Berobreus,god of the Otherworld and beyond
Q256357,Ataegina,iberian Goddess of the Underworld
Q862871,Billiken,charm doll and athletic mascot
Q863323,Phra Phrom,Thai representation of the god Brahma
Q864658,Paraclete,"Greek for advocate or helper, mentioned in John 14:16–17; traditionally identified with the Holy Spirit or with other Messianic figures"
Q868915,Elohim,Hebrew divine name used in the Tanakh
Q929171,Venus de Milo,fictional mutant turtle in television series Ninja Turtles: The Next Mutation
Q1193472,Mr. Krabs,main character in SpongeBob SquarePants
Q1196784,The Black Corsair,literary character
Q1286449,Scooby Dum,fictional character
Q2082114,Splinter,fictional Teenage Mutant Ninja Turtles character
Q2250043,Slash,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q2257401,Professor Honeycutt,fictional professor
Q2501482,John Bishop,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q4013042,Vincent Gognitti,fictional character from Max Payne
Q4015136,Vito Scaletta,"fictional character in the video games series: ""Mafia"""
Q4015826,Vladimir Lem,
Q4016614,Flint,Pokémon character
Q4021809,Chai Xianghua,fictional character
Q4022610,Yaya Panda,Crash Bandicoot character
Q4023196,Yukari Sendo,main character from the manga series Rosario + Vampire
Q4023797,Fennel,video game character
Q4023894,Zasalamel,fictional character from Soulcalibur
Q4024292,Zurvan,video game character
Q4063579,Altaïr Ibn-La'Ahad,fictional character from Assassin's Creed video game series
Q4073739,Ayu Tsukimiya,fictional character from Kanon
Q5316657,Durius,water deity
Q5969992,Laodamas,mythical son of Alcinous
Q5973878,Lethe,character in Phrygian mythology
Q5973964,Leucas,mythical companion of Odysseus
Q5973969,Leucaspis,character from Greek mythology
Q5974711,Alybas,"mythological Greek character, either a companion of Odysseus or a daemon"
Q5976530,Limona,
Q5976691,Lindus,mythical founder of Lindos on Rhodes
Q5980683,Ialysos,daughter of Danaus in Greek mythology
Q5988689,Macareus,son of Lycaon
Q5989172,Macrosiris,
Q6008518,Medebrontes,son of Heracles in Greek mythology
Q6009309,Melampygus,"black-bottomed, an epithet applied to the Kerkopes and Heracles in Greek mythology"
Q6009377,Melanthia,daughter of Alpheus in Greek mythology
Q6010220,Menephron,Arcadian accused of incest with his daughter Cyllene in Greek mythology
Q6012680,Myceneus,mythical son of Sparton
Q6016931,Mineus,
Q6019601,Mytilus,son of Poseidon in Greek mythology
Q6035819,Maenalus,mythical son of Lycaon
Q6038851,Nauplius,"king of Eubeoa, son of Clytoneus in Greek mythology"
Q6048794,Ocyrhoe,Imbrasus’ daughter
Q6050752,Astacus,son of Poseidon and the nymph Olbia
Q6065114,Iphito,Amazon in Greek mythology
Q6070881,Pelasgus,Son of Triopas
Q6070954,Pellen,mythical eponym of Pellene
Q6111290,Roll.EXE,Mega Man character
Q6122585,Scott Pilgrim,title character of the Scott Pilgrim comics and media franchise
Q6124007,Sekai Saionji,fictional character from School Days
Q6124291,Selendis,character in StarCraft
Q6127098,Shinkai,fictional character from Urban Reign
Q6127256,Shun Ying Lee,fictional character from Urban Reign
Q6128187,Sigma,fictional Mega Man X character
Q6128744,Simon Belmont,Castlevania series character
Q6132453,Sophia Esteed,fictional character from Star Ocean: Till the End of Time
Q6133620,Vice,fictional character from The King of Fighters
Q6135518,Ace,
Q6139164,Tasia,Mortal Kombat character
Q6139333,Tawna,Crash Bandicoot
Q6143170,Pyron,fictional character from Darkstalkers
Q6143282,Bishamon,video game character
Q6452332,Kyrbas,Greek mythological figure
Q6466840,Labda,"mother of Cypselus, tyrant of Corinth"
Q6482654,Lampsace,mythical princess
Q6487935,Laophoon,son of Paeon in Greek mythology
Q6519945,Leimone,"Greek mythical character, daughter of Hippomenes; eponym of 'the Horse and the Maiden' site in ancient Athens"
Q6534216,Leucophrye,Greek mythological figure
Q6657408,Izıh Han,
Q6676329,Lophis,mythical prince of Haliartus killed by his father because of an oracle
Q6707122,Lybie,queen in Greek mythology
Q6762087,Mariandynus,eponymous hero of the Mariandyni in Greek mythology
Q6791855,Matton,"""kneader"", ancient Spartan demi-god"
Q6808829,Megareus of Thebes,warrior of Thebes in Greek mythology
Q6809117,Megistias,ancient Greek seer
Q6817243,Macareus,son of Helios and king of Lesbos
Q6821146,Mesaulius,character in Homer's Odyssey
Q6850942,Sufax,Berber and Greek mythological figure
Q6885930,Mneseus,son of Poseidon in Greek mythology
Q6896910,Molurus,mythical Argive killed by Hyettus
Q6947472,Myiagros,Divine figure who warded off flies
Q6948683,Mysius,mythical Greek who gave hospitality to Demeter
Q6949042,Mysus,"in Greek mythology, brother of Car and eponym of the Mysians"
Q6983990,Neaera,figure in Greek legendary history
Q6994910,Nephalion,"Greek mythical character, son of Minos"
Q7086465,Olethros,"ancient Greek god of chaos/destruction, esp. the destruction prior to renewal"
Q7102883,Orithyia,queen of the Amazons
Q7110065,Otus of Cyllene,"hero in Greek mythology, killed by Polydamas in Trojan War"
Q7563177,Sopona,God of smallpox for the Yorubas
Q7854918,Turiacus,
Q8139731,G-Man,fictional character in the Half Life series of video games
Q8189093,Mu La Flaga,fictional character from Mobile Suit Gundam SEED
Q8189914,Adun,character in StarCraft
Q8191666,Domon Kasshu,fictional character from Mobile Fighter G Gundam
Q8191698,Haman Karn,fictional character from Mobile Suit Zeta Gundam
Q8192144,Judau Ashta,fictional character from Mobile Suit Gundam ZZ
Q8193319,Albel Nox,fictional character from Star Ocean: Till the End of Time
Q8193483,Paptimus Scirocco,fictional character from Mobile Suit Zeta Gundam
Q8194008,Uso Ewin,fictional character from Mobile Suit Victory Gundam
Q8195256,Alfred Ashford,character in the Resident Evil Franchise
Q10715158,Eurytus,mythical son of Actor
Q10721972,Xenodamus,son of Menelaus and Cnossia
Q10751219,Quiritis,pre-roman goddess of motherhood also known as Juno
Q10796858,Tecmessa,daughter of Teuthras in Greek mythology
Q10856281,Anchiale,daughter of the Titan Iapetus
Q10966726,Aegialeus,"King of Argos, son of Adrastus"
Q11291639,Oeax,son of Nauplius in Greek mythology
Q11294144,Castor,"Greek mythical figure, brother of Pollux"
Q11686772,Aroni,Forest God of the Yoruba
Q11714191,Ismenus,mythical son of Amphion and Niobe
Q11728137,Ion,
Q11738665,Celaeno,Amazon in Greek mythology
Q11762480,Locrus,"Greek mythological character, son of Zeus"
Q11794250,Nycheia,"mythological Greek character, daughter of Okeanos"
Q11798351,Hodites,son of Heracles in Greek mythology
Q11813034,Parthenope,daughter of Stymphalus in Greek mythology
Q11904101,Acontes,son of Lycaon in Greek mythology
Q11905319,Amphidicus,"mythical Theban, killer of Parthenopaeus"
Q11905701,Anteias,son of Odysseus and Circe
Q12252889,Aherbelste,ancient aquitanian god
Q12269097,Xuban,ancient deity
Q12878274,Iphinoe,mythical daughter of Proetus
Q12878452,Iobes,son of Heracles in Greek mythology
Q12878479,Canthus,son of Canethus and Argonaut
Q12878574,Certhe,daughter of Thespius in Greek mythology
Q12878573,Cilla,"mythological Greek character, daughter of Laomedon"
Q12878581,Cius,mythical Argonaut who gave his name to Cius
Q12878645,Calamites,character from Greek mythology
Q12878672,Callianassa,Nereid of Greek mythology
Q12878717,Cabye,
Q12878780,Carco,character from Greek mythology
Q12878810,Carya,daughter of Dion
Q12881707,Nemertes,Nereid of Greek mythology
Q12882012,Nyctippus,son of Lycaon in Greek mythology
Q12882096,Oaxes,son of Apollo in Greek mythology
Q12882100,Oenops,
Q12882104,Oenoclus,king of the Aenianes in Greek mythology
Q12882112,Odomas,Thracian son of Ares in Greek mythology
Q12882259,Oleies,character from Greek mythology
Q12882366,Otrynteus,character from Greek mythology
Q12882395,Ochesius,character from Greek mythology
Q12882487,Pelops,son of Agamemnon and Cassandra
Q12882494,Perimus,character from Greek mythology
Q12882571,Pisus,legendary founder of Pisa in Greece
Q12882668,Pamphylia,"character from Greek mythology, wife or sister of Mopsus"
Q12883286,Patreus,"mythical Greek king, founder of Patrae"
Q12883447,Peucetius,mythical son of Lycaon
Q96611042,Richard Robau,character in the Star Trek media franchise
Q97487493,Bryce Shumar,
Q98109690,T'Ana,Animated character from the Star Trek multiverse
Q98526818,Tursa,Italic divinity mentioned in the Iguvine Tablets
Q98929307,Barbara Brinson,fictional Star Trek character
Q99198741,Badgey,fictional hologram in the Star Trek franchise
Q99199956,Fletcher,
Q99887464,Andy Billups,Star Trek character voiced by Paul Scheer
Q100229216,Landru,fictional artificial intelligence in Star Trek
Q101800055,Tristan Adams,villain from Dagger of the Mind
Q104759566,Kovich,Star Trek character played by David Cronenberg
Q104759711,Charles Vance,fictional human admiral in the Star Trek universe
Q104760647,Aditya Sahil,
Q107001359,Crell Moset,
Q107273023,Rok-Tahk,fictional character in the Star Trek Universe
Q107273027,Dal R'El,fictional character in the Star Trek Universe
Q107273025,Murf,fictional character in the Star Trek Universe
Q108404491,Sonny,"fictional characterfrom A Piece of the Action, and A Piece of Reaction"
Q108909597,Sonya Gomez,Star Trek character
Q111983179,La'an Noonien-Singh,Star Trek character
Q115193261,Oidrito,Aquitanian god
Q128601970,Magusanus,Germanic deity associated with Hercules
Q131840974,Leaibeolmmái,Sami god of hunting
Q137997947,Wakafutsunushi,
Q12885291,Telmissus,son of Apollo in Greek mythology
Q12885295,Telliades,character from Greek mythology
Q12885497,Troizenus,character from Greek mythology leader of the Cicones
Q12885610,Hyperippe,"Greek mythical character, daughter of Danaus"
Q12885608,Hypeironas,character from Greek mythology
Q12885609,Hyperasius,character from Greek mythology
Q12885680,Phartis,daughter of Danaus
Q12885691,Philander,mythical son of Apollo by Acacallis
Q12885763,Pheneas,character from Greek mythology
Q12885905,Philomedusa,mythological Greek character
Q12885987,Charops,mythical king of Syme
Q12885984,Charmus,mythical son of Aristaeus
Q12886015,Chalcus,son of Athamas in Greek mythology
Q12886083,Chersicrates,
Q12886258,Chromis,"Greek mythological character, Mysian leader in the Iliad"
Q12898582,Actaea,Nereid of Greek mythology
Q12898684,Amatheia,Nereid of Greek mythology
Q12898698,Amphithoe,Nereid of Greek mythology
Q12898780,Apseudes,Nereid of Greek mythology
Q12898908,Autonoe,Nereid of Greek mythology
Q12899143,Camirus,mythical founder of Cameiros on Rhodes
Q12899333,Chrysothemis,Hesperid in Greek mythology
Q12899376,Clio,"Nereid of Greek mythology, daughter of Nereus and Doris"
Q12899465,Coronis,"character from Greek mythology, lover of Dionysus and mother of the three Charites (or three Graces)"
Q12900350,Iaera,Nereid of Greek mythology
Q12900353,Ianassa,Nereid of Greek mythology
Q12900788,Ligea,Nereid of Greek mythology
Q12900813,Lipara,one of the Hesperides nymphs
Q12901014,Melite,Nereid of Greek mythology
Q12901018,Menalcas,bucolic poet
Q14414372,Lisa Trevor,character in Resident Evil
Q14429586,Panther Caroso,fictional character from the Star Fox series
Q14432243,Bill Grey,fictional character from the Star Fox series
Q14432283,Katt Monroe,fictional character from the Star Fox series
Q14432320,Lucy Hare,"character of Star Fox, daughter of Peppy Hare"
Q14542323,OG Loc,character in Grand Theft Auto: San Andreas
Q14542326,Madd Dogg,character in Grand Theft Auto: San Andreas
Q14542331,Catalina,character in Grand Theft Auto
Q14542335,The Truth,character in Grand Theft Auto
Q14542337,Zero,character in Grand Theft Auto
Q14542340,Jizzy B.,character in Grand Theft Auto
Q14544711,T-Bone Mendez,character in Grand Theft Auto
Q14544872,Michael Toreno,character in Grand Theft Auto
Q14544980,Kent Paul,character in Grand Theft Auto: Vice City and Grand Theft Auto: San Andreas
Q14545043,Maccer,character in Grand Theft Auto
Q14545148,Beverly Johnson,fictional character from the 2004 video game Grand Theft Auto: San Andreas
Q14559452,Old Reece,character in Grand Theft Auto
Q14559457,Emmet,character in Grand Theft Auto
Q14559460,Mark Wayne,character in Grand Theft Auto
Q15631155,Chalcodon,son of Aegyptus in Greek mythology
Q15631158,Rhode,daughter of Danaus
Q15631159,Hippolytus,son of Aegyptus in Greek mythology
Q15632034,Cercetes,son of Aegyptus in Greek mythology
Q15634657,Abdera,mythical daughter of Tydeus
Q15646810,Eumelus,son of Merops in Greek mythology
Q15703295,Nelo,daughter of Danaus
Q15703292,Menemachus,son of Aegyptus in Greek mythology
Q15703319,Mnestra,"Greek mythical character, daughter of Danaus"
Q15726631,Nitrous Oxide,video game character
Q15901648,Keisuke Takahashi,fictional character from Initial D
Q15903252,Doctor Nefarious,recurring antagonist of Ratchet & Clank
Q15970363,Larson,fictional character from the Tomb Raider video game series
Q15970416,Pierre Dupont,fictional character from the Tomb Raider video game series
Q15970434,Sophia Leigh,fictional character from the Tomb Raider video game series
Q16011347,Hauser,fictional character from Suikoden II
Q16027672,Dr. Stewart,fictional character from the F-Zero series
Q16040855,Pico,fictional character from the F-Zero series
Q16154325,Arthur,fictional character from the Ghosts 'n Goblins video game series
Q16161277,Protagonist,Persona 3 video game character
Q16167007,Morgan Fey,Ace Attorney character
Q16168270,Captain Mako,
Q16171298,Yu Narukami,fictional character from Persona 4
Q16177705,Garma Zabi,fictional character from Mobile Suit Gundam
Q22908425,Eric Sacks,character in Platinum Dunes' Teenage Mutant Ninja Turtles films
Q24941890,Mamerte,Oscan war god
Q25412594,Aletes,deity worshiped in the Iberian Peninsula
Q59158396,Curinus,deity
Q73428499,Bernadette Thompson,fictional character from the Platinum Dunes Teenage Mutant Ninja Turtles film series
Q73527885,Umeko,fictional character from the Teenage Mutant Ninja Turtles Adventures comics
Q73884516,Ray Fillet,fictional Teenage Mutant Ninja Turtles Adventures character
Q74052981,Tang Shen,fictional Teenage Mutant Ninja Turtles character
Q74053222,Oroku Nagi,fictional Teenage Mutant Ninja Turtles character
Q77048173,Hiram Grelch,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q77048306,Mr. Big,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q77048309,Little Huey,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q77048439,Pinky McFingers,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q77048516,Don Turtelli,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q77048528,Boldini,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q77072047,Higgins,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q77258455,Chris Bradford,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q77258459,Xever Montes,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q77258998,Carlos Chiang O'Brien Gambe,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q77259950,Jack Kurtzman,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q77261056,Shinigami,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q77982952,Barney Stockman,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q78067328,Rudolph Cobrato,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q78080012,Robyn O'Neil,fictional Teenage Mutant Ninja Turtles character
Q78096476,Mr. X,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q85965801,Herauskorrixe,God or goddess of teh aquitanian from roman times
Q88203017,Sutra,Star Trek character
Q323920,Michelangelo,fictional Teenage Mutant Ninja Turtles character
Q1053307,Ophion,Primordial Greek creator deity
Q1065105,Hou Yi,Chinese mythological archer
Q3985317,Tetsujin,fictional character from Tekken
Q4376780,Brook,fictional character from One Piece
Q4385265,Lilith,fictional character from Darkstalkers
Q4385636,Gill,playable Street Fighter character
Q4731181,Allani,hurrian goddess of the underworld
Q4810757,Tyrael,character in Diablo
Q4919213,Yōkai Kusaregedō,fictional character from Samurai Shodown
Q4923524,Rasetsumaru,video game character from Samurai Shodown
Q5959448,Kia,fictional character
Q5971908,Lavos,fictional character from Chrono Trigger
Q9092582,Vandar Tokare,
Q9300456,Mizore Shirayuki,main character from the manga series Rosario + Vampire
Q14632819,Mega Man X,fictional robot in Capcom's Mega Man X series
Q14905898,Boom Boom,fictional character from the Super Mario universe
Q15020847,Proto Man,fictional robot from Mega Man
Q76970960,Kerma,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q76971669,Alpha-1,fictional robot from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q76978583,MACC,fictional robot from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
Q76985996,Tengu Shredder,fictional character from the 2003–2009 Teenage Mutant Ninja Turtles animated television series
Q76987193,Kraang Subprime,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q76987347,Kraang Prime,fictional character from the 2012–2017 Teenage Mutant Ninja Turtles animated television series
Q77047121,Drakus,fictional character from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q77047566,Rudy,fictional robot from the 1987–1996 Teenage Mutant Ninja Turtles animated television series
Q77048013,Erk,fictional character from the 1987–1996 animated Teenage Mutant Ninja Turtles television series
